OBJECTID_1,Name,County,Address,City,ZIP,Source,Type,Subtype,PhotoURL,created_user,created_date,last_edited_user,last_edited_date,x,y
533,Post Lindbergh Community Garden,,485 Lindbergh Place NE,,,,Garden,,,SDE,07/07/2016 19:34:19,SDE,07/07/2016 19:34:46,-84.37172823,33.8197865
534,Post Peachtree Hills Community Garden,,350 Peachtree Hills Ave NE,,,,Garden,,,SDE,07/07/2016 19:35:11,SDE,07/07/2016 19:35:38,-84.37522371,33.81916038
535,Post Renaissance Community Garden,,400 Central Park Place,,,,Garden,,,SDE,07/07/2016 19:36:22,SDE,07/07/2016 19:36:45,-84.37841406,33.76593338
536,Post Spring Community Garden,,3375 Spring Hill Parkway SE,,,,Garden,,,SDE,07/07/2016 19:37:57,SDE,07/07/2016 19:38:22,-84.47989171,33.87028051
537,Post Stratford Community Garden,,3400 Stratford Road,,,,Garden,,,SDE,07/07/2016 19:39:47,SDE,07/07/2016 19:40:08,-84.36791925,33.85075912
538,East Lake Community Learning Garden,,56 2nd Avenue Southeast,Atlanta,,,Garden,,,SDE,07/07/2016 20:28:01,SDE,07/07/2016 20:28:53,-84.30892166,33.7501125
539,Centennial Place Elementary School,Fulton,531 Luckie Street,Atlanta,30313,Captain Planet Foundation_ Project Learning Garden,Garden,School,,,,SDE,02/13/2017 15:24:38,-84.39592868,33.76900702
540,Cleveland Avenue Elementary,Fulton,2672 OLD HAPEVILLE RD SW,ATLANTA,30315,Captain Planet Foundation_ Project Learning Garden,Garden,School,,,,SDE,02/13/2017 15:25:50,-84.39396753,33.68227785
541,E.L. Connally Elementary School,Fulton,1654 S ALVARADO TER SW,ATLANTA,30311,Captain Planet Foundation_ Project Learning Garden,Garden,School,,,,SDE,02/13/2017 16:17:51,-84.44190022,33.73116668
542,Grove Park Intermediate School,Fulton,20 EVELYN WAY NW,ATLANTA,30318,Captain Planet Foundation_ Project Learning Garden,Garden,School,,,,SDE,02/13/2017 15:30:12,-84.44421018,33.77238145
543,The Intown Academy,Fulton,386 PINE ST NE,ATLANTA,30308,Captain Planet Foundation_ Project Learning Garden,Garden,School,,,,SDE,02/13/2017 17:10:16,-84.37473446,33.76780205
544,KINDEZI School,Fulton,98 ANDERSON AVE NW,ATLANTA,30314,Captain Planet Foundation_ Project Learning Garden,Garden,School,,,,SDE,02/13/2017 17:11:53,-84.45119631,33.75615516
545,Miles Intermediate Elementary,Fulton,4215 Bakers Ferry RD SW,Atlanta,30331,Captain Planet Foundation_ Project Learning Garden,Garden,School,,,,SDE,02/13/2017 15:33:58,-84.52498488,33.75367628
546,PEYTON FOREST ELEMENTARY SCHOOL,Fulton,301 Peyton Forest Road,Atlanta,30311,Captain Planet Foundation_ Project Learning Garden,Garden,School,,,,SDE,2/13/17 15:21,-84.47650251,33.7478101
547,William J Scott ELEMENTARY SCHOOL,Fulton,1752 Hollywood Road NW,ATLANTA,30318,Captain Planet Foundation_ Project Learning Garden,Garden,School,,,,SDE,02/13/2017 15:22:21,-84.47042006,33.80332642
548,Mason Mill Community Garden,DeKalb,1346 McConnell Dr.,Decatur,30033,DeKalb County,Garden,Community,,,,SDE,12/21/2016 17:11:51,-84.30595354,33.80832884
549,Garden Hills Elementary School Orchard,Fulton,285 Sheridan Drive NE,Atlanta,30310,,Garden,Unclassified,,,,SDE,02/13/2017 15:19:12,-84.37866646,33.83178417
550,"Atlanta Neighborhood Charter School, Inc",Fulton,820 Essie Avenue SE,Atlanta,30316,Captain Planet Foundation_ Project Learning Garden,Orchard,Unclassified,,,,SDE,02/13/2017 15:53:03,-84.3548067,33.73240576
551,Medlock Park Community Garden,DeKalb,1031 Scott Circle,Decatur,30033,DeKalb County,Garden,Community,,,,SDE,12/21/2016 17:13:53,-84.29765007,33.80476506
552,Druid Hills Preschool,DeKalb,1200 Ponce de Leon Avenue NE,Atlanta,0,ACFB,Garden,Community,,,,SDE,02/13/2017 16:15:10,-84.34818136,33.77450694
553,Lucious Sanders Recreation Center,DeKalb,2484 Bruce St.,Lithonia,30058,DeKalb County,Garden,Community,,,,SDE,12/21/2016 17:08:41,-84.09830858,33.71431572
554,Lilburn Community Garden,Gwinnett,Camp Creek Road,Lilburn,0,ACFB,Garden,Community,,,,SDE,02/02/2017 13:47:05,-84.1329959,33.88500055
555,Henderson Park Community Garden,DeKalb,2723 Henderson Rd,Tucker,30084,DeKalb County,Garden,Community,,,,SDE,12/21/2016 17:05:57,-84.23215601,33.86335867
556,Emory Grove Community Garden,DeKalb,2063 Edinburg Terrace NE,Atlanta,30307,DeKalb County,Garden,Community,,,,SDE,12/21/2016 16:58:37,-84.31268265,33.79336233
557,West End Community Garden Nursery,Fulton,1285 Ralph David Abernathy Blvd SW,Atlanta,,ALFI,Garden,Community,,SDE,01/30/2015 12:08:19,SDE,02/02/2017 13:46:27,-84.42968379,33.739428
558,Cliff Valley School,DeKalb,2426 Clairmont Road,Atlanta,30329,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/13/2017 15:38:45,-84.30859971,33.82670717
559,Clifton Elementary School,DeKalb,3132 Clifton Church Road,Atlanta,30316,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/13/2017 15:39:52,-84.30173446,33.69691877
560,Columbia Middle,DeKalb,,Decatur,30034,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,12/21/2016 17:01:16,-84.25196883,33.69810286
561,Kingsley Charter School,DeKalb,2051 Brendon Drive,Atlanta,30338,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/13/2017 15:40:45,-84.29709869,33.94819179
562,Kittredge School,DeKalb,1663 E. Nancy Creek Drive,Atlanta,30319,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/13/2017 15:41:46,-84.31998228,33.91518267
563,North Fulton Community Garden,Fulton,7741 Roswell Road,Atlanta,30350,UGA Extension Service,Garden,Community,,SDE,02/24/2015 16:04:18,SDE,02/13/2017 15:35:47,-84.36260139,33.96584375
564,Oakcliff Theme School,DeKalb,3151 Willow Oak Way,Atlanta,30340,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/13/2017 15:36:25,-84.25890974,33.90303351
565,Paideia School,DeKalb,1509 Ponce de Leon Ave NE,Atlanta,30307,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/13/2017 15:37:53,-84.33795268,33.77318887
566,Woodward Elementary,DeKalb,3034 Curtis Drive,Atlanta,30319,UGA Extension Service,Garden,School,,SDE,02/24/2015 16:04:18,SDE,02/13/2017 15:42:56,-84.33714067,33.84147637
567,Kelly C Cofer Park Pollinator Garden & Orchard,Dekalb,4259 North Park Drive,Tucker,30084,DeKalb County,Orchard,Community,,SDE,05/12/2015 19:46:49,SDE,12/21/2016 18:07:31,-84.21404881,33.86262364
568,Community Garden at Snellville,,2500 Sawyer Pkwy SW,,,,Garden,,,SDE,07/07/2016 14:03:47,SDE,11/08/2016 18:47:04,-84.01057988,33.84479369
569,Springbrook,DeKalb,1502 Springbrook Dr.,Decatur,30033,Dekalb County,Garden,Community,,SDE,12/21/2016 17:22:18,SDE,12/21/2016 17:22:50,-84.26386476,33.82484867
570,Frazier-Rowe,DeKalb,2880 Lavista Rd.,Decatur,30033,DeKalb County,Garden,Community,,SDE,12/21/2016 17:38:11,SDE,12/21/2016 17:38:49,-84.28912935,33.82504113
571,Mainstreet Community Services Assoc Garden of Eatin,DeKalb,4950 Mainstreet Park Dr,,30088,Foodwell Alliance,Garden,Community,,SDE,11/08/2016 19:39:42,SDE,11/08/2016 19:41:21,-84.18798891,33.76889077
572,Doravile Unity Gardens,DeKalb,Chestnut Drive and Wheeler Drive,Doraville,30340,Foodwell Alliance,Garden,Community,,SDE,11/08/2016 16:22:31,SDE,11/08/2016 16:23:31,-84.27552583,33.8889658
573,Gardens 4 Growing Community,Gwinnett,321 Price Place,Norcross,30071,Foodwell Alliance,Garden,School,,SDE,11/08/2016 18:56:42,SDE,11/08/2016 18:57:40,-84.20120909,33.9421042
574,One Accord Community Garden,DeKalb,5285 Flat Shoals Pkwy,,30034,Foodwell Alliance,Garden,Community,,SDE,11/08/2016 19:43:32,SDE,11/08/2016 19:46:46,-84.21417829,33.68251862
575,Deepdene,DeKalb,1999 N. Ponce de Leon Ave.,Atlanta,30307,DeKalb County,Garden,Community,,SDE,12/21/2016 17:32:36,SDE,12/21/2016 17:33:07,-84.32346492,33.77241407
576,Good Shepherd Presbyterian Church Community Garden,Gwinnett,1400 Killian Hill Road SW,Lilburn,30047,Foodwell Alliance,Garden,Community,,SDE,11/08/2016 19:12:04,SDE,11/08/2016 19:15:45,-84.08081985,33.85874858
577,DeKalb Memorial,DeKalb,381 Wilkinson Dr.,Atlanta,30317,Dekalb County,Garden,Community,,SDE,12/21/2016 16:55:15,SDE,12/21/2016 16:55:54,-84.32947938,33.74304387
578,Barker-Bryant,DeKalb,2309 Hillside Dr.,Decatur,30032,DeKalb County,Garden,Community,,SDE,12/21/2016 17:27:34,SDE,12/21/2016 17:28:05,-84.29550264,33.73529871
579,Gwinnett Tech Learn-IN-Farm,Gwinnett,5150 Sugarloaf Parkway,Lawrenceville,30043,Foodwell Alliance,Garden,Community,,SDE,11/08/2016 19:34:18,SDE,11/08/2016 19:39:42,-84.06716286,33.96413425
580,Hightower Manor Highrise Community Garden (HABESHA),Fulton,2610 Martin Luther King Jr Dr SW,Atlanta,30311,Foodwell Alliance,Garden,Community ,,SDE,11/08/2016 16:27:57,SDE,11/08/2016 16:29:07,-84.47280728,33.75171118
581,Brown's MIll,DeKalb,5101 Browns Mill Rd.,Lithonia,30038,DeKalb County,Garden,Garden,,SDE,12/21/2016 18:18:23,SDE,12/21/2016 18:19:02,-84.18736531,33.67640144
582,Chapel Hill,DeKalb,3984 Lehigh Blvd.,Decatur,30034,DeKalb County,Garden,Community,,SDE,12/21/2016 17:29:33,SDE,12/21/2016 17:30:02,-84.22664413,33.67260854
583,Exchange,Dekalb,2771 Columbia Dr.,Decatur,30034,DeKalb County,Garden,Community,,SDE,12/21/2016 17:01:35,SDE,12/21/2016 17:02:14,-84.25337061,33.69794409
584,Archie's Garden Vegetable Demonstration Garden,Gwinnet,3251 McDaniel Road,Duluth,30096,Foodwell Alliance,Garden,Community,,SDE,11/08/2016 18:27:57,SDE,11/08/2016 18:29:05,-84.12758827,33.96873909
585,Columbia Forest Hills Community Garden (HABESHA),DeKalbe,1004 Columbia Drive,,,Foodwell Alliance,Garden,Community,,SDE,11/08/2016 16:33:21,SDE,11/08/2016 17:19:09,-84.2724518,33.7581297
586,Center for Pan Asian Community Services,DeKalb,3150 Shallowford Road NE,Atlanta,30341,Foodwell Alliance,Garden,Community,,SDE,11/08/2016 16:17:49,SDE,11/08/2016 16:18:55,-84.28691947,33.89148047
587,RCF Community Garden,Fulton,2345 Donald Lee Hollowell Pkwy,Atlanta,30318,Foodwell Alliance,Garden,Community,,SDE,11/08/2016 19:46:45,SDE,11/08/2016 19:47:43,-84.46208352,33.77749111
588,Reconnecting Our Roots Community Garden,Cobb,271 Lemon Street,Marietta,30060,Foodwell Alliance,Garden,Community,,SDE,11/08/2016 19:48:53,SDE,11/08/2016 20:00:59,-84.54464505,33.95544463
589,Emory University Hospital,DeKalb,569 Ashbury Circle,Atlanta,30322,Foodwell Alliance,Garden,Community,,SDE,11/08/2016 16:25:10,SDE,11/08/2016 16:26:14,-84.32228543,33.79203951
590,Tucker Recreation,DeKalb,4898 Lavista Rd.,Tucker,30084,DeKalb County,Garden,Community,,SDE,12/21/2016 18:26:53,SDE,12/21/2016 18:27:28,-84.22077958,33.85560423
591,Brookside,Dekalb,3661 N. Decatur Rd,Decatur,30032,Dekalb County,Garden,Community,,SDE,12/21/2016 16:51:36,SDE,12/21/2016 16:52:31,-84.24476435,33.78485674
592,GSU Perimeter College Community Garden,DeKalb,3251 Panthersville Road,,30034,Foodwell Alliance,Garden,Community,,SDE,11/08/2016 19:15:45,SDE,11/08/2016 19:16:36,-84.27387291,33.68957227
593,Kittredge,DeKalb,1520 Kittredge Park Rd.,Atlanta,30329,DeKalb County,Garden,Community,,SDE,12/21/2016 18:23:21,SDE,12/21/2016 18:23:53,-84.32854861,33.82427204
594,Swanton Hill Townhomes Community Garden,DeKalb,Swanton Hill Drive,Decatur,30062,Foodwell Alliance,Garden,Community,,SDE,11/08/2016 20:00:59,SDE,11/08/2016 20:02:08,-84.30367218,33.77222519
595,Zonolite,DeKalb,1147 Zonolite Pl.,Atlanta,30306,DeKalb County,Garden,Commmunity,,SDE,12/21/2016 17:25:28,SDE,12/21/2016 17:26:01,-84.34504686,33.80578013
596,Redan Crossing,DeKalb,5338 Redan Rd.,Stone Mountain,30088,DeKalb County,Garden,community,,SDE,12/21/2016 17:18:05,SDE,12/21/2016 17:18:40,-84.17666155,33.76007451
597,Pleasantdale Elementary,DeKalb,3695 Northlake Drive,,30340,Foodwell Alliance,Garden,School,,SDE,11/08/2016 16:31:01,SDE,11/08/2016 16:31:45,-84.23656278,33.89111792
598,Rutledge,DeKalb,1812 Ridgewood Dr. NE,Atlanta,30307,DeKalb County,Garden,Community,,SDE,12/21/2016 18:13:25,SDE,12/21/2016 18:13:57,-84.31746473,33.78698196
599,Exchange Recreation Center,DeKalb,2771 Columbia Drive,,30034,Foodwell Alliance,Garden,Community,,SDE,11/08/2016 18:50:46,SDE,11/08/2016 18:51:41,-84.25387115,33.70706912
600,AG Rhodes Health and Rehab,Fulton,350 Boulevard SE,Atlanta,,Foodwell Alliance,Garden,Community,,SDE,11/08/2016 16:14:24,SDE,11/08/2016 16:15:57,-84.36761414,33.74519421
601,The Ridge Nature Area,Fayette,,Fayetteville,,ALFI Orchard Project,Orchard,,,SDE,03/31/2017 16:56:07,SDE,03/31/2017 16:56:34,-84.48840726,33.43648447
602,Fernbank Elementary,DeKalb,157 heaton park Drive,Atlanta,30307,Captain Planet Foundation_ Project Learning Garden,Garden,,,SDE,02/13/2017 16:22:39,SDE,2/13/17 16:23,-84.31598282,33.77839803
603,Immaculate Heart of Mary Catholic School,DeKalb,2855 Briarcliff Road NE,Atlanta,30329,Captain Planet Foundation_ Project Learning Garden,Garden,,,SDE,02/13/2017 16:36:14,SDE,02/13/2017 16:36:45,-84.32013158,33.83274178
604,M. Agnes Jones Elementary,Fulton,Agnes Jones Place,Atlanta,,ALFI Orchard Project,Orchard,,,SDE,03/31/2017 17:52:02,SDE,03/31/2017 17:52:43,-84.42202281,33.74872601
605,Grow Montessori School,Fulton,Parsons Place,Atlanta,,ALFI Orchard Project,Orchard,Orchard,,SDE,03/31/2017 17:25:22,SDE,03/31/2017 17:26:13,-84.42223927,33.75060844
606,"Carrie Steele-Pitts Home, Inc.",Fulton,667 fairburn Road NW,Atlanta,30331,Captain Planet Foundation_ Project Learning Garden,Garden,,,SDE,02/13/2017 16:00:41,SDE,02/13/2017 16:01:16,-84.49812516,33.77233929
607,Whitefoord Elementary,Fulton,35 Whitefoord AVenue,Atlanta,30317,Captain Planet Foundation_ Project Learning Garden,Garden,,,SDE,02/13/2017 17:32:32,SDE,02/13/2017 17:32:55,-84.34288905,33.75323865
608,Cornerstone Prep Academy,Cobb,3588 Hickory Grove Road NW,Acworth,30101,UGA,Garden,,,SDE,02/13/2017 15:06:41,SDE,02/13/2017 15:07:15,-84.65460981,34.06334647
609,Harper Archer Middle School,Fulton,3399 Collier Drive NW,Atlanta,30331,Captain Planet Foundation_ Project Learning Garden,Garden,,,SDE,02/13/2017 16:30:22,SDE,02/13/2017 16:31:08,-84.49868441,33.76971105
610,Learning 4 Life,Forsyth,875 Lanier 400 Parkway,Cumming,,ACFB,Garden,,,SDE,03/31/2017 15:16:07,SDE,03/31/2017 15:16:48,-84.1254547,34.21093736
611,E. Rivers Elementary,Fulton,8 Peachtree Battle Ave,Atlanta,30305,Captain Planet Foundation_ Project Learning Garden,Garden,,,SDE,02/13/2017 16:15:10,SDE,02/13/2017 16:15:39,-84.39004845,33.81953725
612,Grant Park Cooperative Preschool,Fulton,501 Grant Street SSE,Atlanta,30312,Captain Planet Foundation_ Project Learning Garden,Garden,,,SDE,02/13/2017 16:28:54,SDE,02/13/2017 16:29:25,-84.37656487,33.74102303
613,SandTown Middle School,Fulton,5400 Campbellton Road SW,Atlanta,30331,Captain Planet Foundation_ Project Learning Garden,Garden,,,SDE,02/13/2017 17:03:39,SDE,02/13/2017 17:04:01,-84.56102523,33.69988868
614,Pickett's Mill School,Cobb,6400 Old Stilesboro Road,Acworth,30101,UGA,Garden,,,SDE,02/13/2017 15:11:18,SDE,02/13/2017 15:11:59,-84.73564759,34.02834232
615,KSU Marietta Campus,Cobb,,Marietta,,ALFI Orchard Project,Orchard,,,SDE,03/31/2017 17:26:43,SDE,03/31/2017 17:27:03,-84.51942534,33.93955122
616,Montessorit In Town,DeKalb,678 Moreland Ave NE,Atlanta,30306,Captain Planet Foundation_ Project Learning Garden,Garden,,,SDE,02/13/2017 16:52:14,SDE,02/13/2017 16:52:34,-84.34969144,33.73581115
617,MarketPLACE Garden,Forsyth,2550 The Place Circle,,30040,ACFB,Garden,,,SDE,03/31/2017 16:42:21,SDE,03/31/2017 16:44:34,-84.10279598,34.23147127
618,St. Brendan's Garden,,4633 Shiloh Road,,,ACFB,Garden,,,SDE,03/31/2017 16:44:34,SDE,03/31/2017 16:50:16,-84.2005706,34.14397944
619,"Whitefoord, Inc. Child Development Program",Fulton,1353 george w. brumley way SE,Atlanta,30317,Captain Planet Foundation_ Project Learning Garden,Garden,,,SDE,02/13/2017 17:33:16,SDE,02/13/2017 17:33:51,-84.34325844,33.75231966
620,Pace Academy,Fulton,966 West Paces Ferry NW,Atlanta,30327,Captain Planet Foundation_ Project Learning Garden,Garden,,,SDE,02/13/2017 16:53:39,SDE,02/13/2017 16:54:28,-84.41658,33.84916572
621,F.L. Stanton Elementary School,Fulton,1625 Martin Luther King Drive NW,Atlanta,30314,Captain Planet Foundation_ Project Learning Garden,Garden,,,SDE,02/13/2017 16:20:20,SDE,02/13/2017 16:20:55,-84.44245324,33.75364048
622,Perkerson Elementary School,Fulton,2040 Brewer Blvd,Atlanta,30310,Captain Planet Foundation_ Project Learning Garden,Garden,,,SDE,02/13/2017 16:56:35,SDE,02/13/2017 16:56:59,-84.41349887,33.69816196
623,The Highlander School,DeKalb,McPherson Avenue,Atlanta,,ALFI Orchard Project,Orchard,,,SDE,03/31/2017 17:27:34,SDE,03/31/2017 17:37:50,-84.34794825,33.74373552
624,Lilburn Community Garden,Gwinnett,Camp Creek Road,Lilburn,,ALFI Orchard Project,Orchard,,,SDE,03/31/2017 16:52:38,SDE,03/31/2017 16:55:45,-84.1329959,33.88500055
625,911 Garden,Forsyth,3520 Settingdown Road,,30041,ACFB,Garden,,,SDE,03/31/2017 15:20:17,SDE,03/31/2017 15:20:53,-84.09358162,34.27170915
626,Benteen Elementary,Fulton,200 Cassanova Street SE,Atlanta,30315,Captain Planet Foundation_ Project Learning Garden,Garden,,,SDE,02/13/2017 15:58:03,SDE,02/13/2017 15:58:38,-84.36441568,33.71638591
627,Storytime Garden/Charles Place Garden,Forsyth,585 Dahlonega Street,Cumming,30040,ACFB,Garden,,,SDE,03/31/2017 14:57:35,SDE,03/31/2017 15:17:47,-84.13172029,34.22077495
628,Mohammed School of Atlanta,DeKalb,735 Fayetteville Road SE,Atlanta,30316,Captain Planet Foundation_ Project Learning Garden,Garden,,,SDE,02/13/2017 16:49:30,SDE,02/13/2017 16:50:39,-84.31523707,33.73699656
629,Gilliam's Community Garden,Fulton,Oakland Terrace,Atlanta,,ALFI Orchard Project,Orchard,,,SDE,03/31/2017 16:53:52,SDE,03/31/2017 16:55:16,-84.43022673,33.72115252
630,ADA/K-9 Garden,Fulton,3160 Francis Road,,30040,ACFB,Garden,,,SDE,3/31/17 15:01,SDE,03/31/2017 15:02:23,-84.26762209,34.14371662
631,Hawthorne Elementary,DeKalb,2535 Caladium Drive,Atlanta,30345,Captain Planet Foundation_ Project Learning Garden,Garden,,,SDE,02/13/2017 16:32:27,SDE,2/13/17 16:33,-84.27305032,33.86012673
632,Frey Elementary,Cobb,3865 Mars Hill Road,Acworth,30101,,Garden,,,SDE,2/13/17 15:09,SDE,02/13/2017 15:09:45,-84.69072071,34.04902144
633,Dean Rusk Head Start Program,Fulton,433 Peeples Street,Atlanta,30310,Captain Planet Foundation_ Project Learning Garden,Garden,,,SDE,02/13/2017 16:08:15,SDE,02/13/2017 16:08:37,-84.42144403,33.74311965
634,The Preschool at Northside Drive Baptist Church,Fulton,3100 Northside Drive NW,Atlanta,30305,Captain Planet Foundation_ Project Learning Garden,Garden,,,SDE,02/13/2017 17:19:27,SDE,02/13/2017 17:30:22,-84.40951409,33.84033612
635,Chattahoochee Pointe Park,Forsyth,2500 Bettis Tribble Gap Rd,,30040,ACFB,Orchard,,,SDE,03/31/2017 16:40:25,SDE,03/31/2017 16:41:03,-84.11876509,34.07133219
636,Georgia State University Child Development,Fulton,197 Deactur Street,Atlanta,30303,Captain Planet Foundation_ Project Learning Garden,Garden,,,SDE,02/13/2017 16:26:03,SDE,02/13/2017 16:26:34,-84.38394062,33.75000412
637,Butterfly Garden,Forsyth,5345 Settingdown Road,,,ACFB,Garden,,,SDE,03/31/2017 15:05:39,SDE,03/31/2017 15:18:49,-84.06755498,34.3053444
638,Center for Children and Young Adults,Cobb,2221 Austell Road,,30008,Georgia Organics,Garden,,,SDE,03/31/2017 14:53:08,SDE,03/31/2017 14:55:05,-84.57095223,33.89917076
639,Margaret A. Fain Elementary,Fulton,101 Hemphill School Road,Atlanta,30331,Captain Planet Foundation_ Project Learning Garden,Garden,,,SDE,02/13/2017 16:41:08,SDE,02/13/2017 16:41:58,-84.50011481,33.75808481
640,The Lovett School,Fulton,4075 Paces Ferry Road NW,Atlanta,30327,Captain Planet Foundation_ Project Learning Garden,Garden,,,SDE,02/13/2017 17:13:36,SDE,02/13/2017 17:17:18,-84.45225343,33.86182614
641,Urban Sprouts Farm,Fulton,Reynolds Drive,Atlanta,,ALFI Orchard Project,Orchard,,,SDE,03/31/2017 16:57:04,SDE,03/31/2017 16:57:43,-84.40308545,33.69538582
642,Cumberland Academy of Georgia,Fulton,650 Mount Vernon HWY,Atlanta,30328,Captain Planet Foundation_ Project Learning Garden,Garden,,,SDE,02/13/2017 16:06:04,SDE,02/13/2017 16:06:32,-84.36495204,33.92851083
643,Beltline Farm - Aluma Farm,Fulton,1150 Allene Avenue SW,Atlanta,30310,UGA Extension,Farm,Urban Farm,,SDE,02/13/2017 15:49:46,SDE,02/13/2017 15:50:49,-84.41301127,33.72344793
644,GA Native Trailhead,Forsyth,5120 Bethelview Rd,,,ACFB,Garden,,,SDE,03/31/2017 16:50:16,SDE,03/31/2017 16:50:47,-84.194199,34.18162479
645,The GLOBE Academy,Dekalb,2225 heritage Dr,Atlanta,30345,Captain Planet Foundation_ Project Learning Garden,Garden,,,SDE,02/13/2017 17:07:39,SDE,02/13/2017 17:08:33,-84.29077065,33.84901654
646,Rock Spring Preschool,Fulton,1824 Piedmon Avenue NE,Atlanta,30324,Captain Planet Foundation_ Project Learning Garden,Garden,,,SDE,02/13/2017 17:00:51,SDE,02/13/2017 17:01:18,-84.36809498,33.80450649
647,Poetry Garden,Forsyth,5010 Post Road,,30040,ACFB,Garden,,,SDE,03/31/2017 16:29:59,SDE,03/31/2017 16:34:28,-84.22081048,34.20522107
648,Trinity Early Learning Center,Fulton,3003 Howell Mill RD. NW,Atlanta,30327,Captain Planet Foundation_ Project Learning Garden,Garden,,,SDE,02/13/2017 17:31:01,SDE,02/13/2017 17:31:29,-84.41775006,33.83707756
649,Louise Mashburn/ Sawnee Mountain,Forsyth,2500 Bettis-Tribble Gap Road,,,ACFB,Garden,,,SDE,03/31/2017 16:36:56,SDE,03/31/2017 16:37:52,-84.13873365,34.24489388
650,Central Presbyterian Preschool,Fulton,201 Washington Street,Atlanta,30303,Captain Planet Foundation_ Project Learning Garden,Garden,,,SDE,02/13/2017 16:03:35,SDE,02/13/2017 16:04:10,-84.38913248,33.74977229
651,GSU Child Development Program Suttles Center,Fulton,30 Courtland Street SE,Atlanta,30303,Captain Planet Foundation_ Project Learning Garden,Garden,,,SDE,02/13/2017 16:26:57,SDE,02/13/2017 16:27:25,-84.38482063,33.75354523
652,Henderson Mill Elementary School,DeKalb,2408 henderson mill road,Atlanta,30345,Captain Planet Foundation_ Project Learning Garden,Garden,,,SDE,02/13/2017 16:34:06,SDE,02/13/2017 16:34:28,-84.25861888,33.85646698
